공고명,사업요약
송도11-1공구 기반시설 건설공사(1-1구역)-중계펌프 외 2건,송도11-1공구 1-1구역 중계펌프 외 2건
송도11-1공구 기반시설 건설공사(1-1구역)-초음파 다회선 습식 유량계,송도11-1공구 1-1구역 초음파 습식 유량계
송도11-1공구 기반시설 건설공사(1-1구역)-협잡물 반출 컨베이어,송도11-1공구 1-1구역 협잡물 반출 컨베이어
송도11-1공구 기반시설 건설공사(1-1구역)-협잡물 이송 컨베이어,송도11-1공구 1-1구역 협잡물 이송 컨베이어
송도11-1공구 기반시설 건설공사(1-1구역)-흡수정교반기,송도11-1공구 1-1구역 흡수정교반기
송도11-1공구 기반시설 건설공사(1-2구역)-수문권양기,송도11-1공구 1-2구역 수문권양기
송도11-1공구 기반시설 건설공사(1-2구역)-중계펌프 외 2건,송도11-1공구 1-2구역 중계펌프 외 2건
송도11-1공구 기반시설 건설공사(3구역)-보조기층(순환골재),송도11-1공구 3구역 보조기층 순환골재
송도11-1공구 기반시설 건설공사(3구역)-보조기층(혼합골재),송도11-1공구 3구역 보조기층 혼합골재
송도11-1공구 기반시설 건설공사(3구역)-잡석(혼합골재) 3차 구매,송도11-1공구 3구역 잡석 혼합골재 3차
송도11-1공구 기반시설 건설공사(3구역)-잡석5차 구매,송도11-1공구 3구역 잡석 5차 구매
송도국제도시 공유재산(8공구 A5) 내 무단경작지 정비(표토제거) 공사,송도국제도시 8공구 무단경작지 정비공사
송도국제도시 워터프런트 1-2단계 건설공사 관급자재(순환골재) 구매,송도 워터프런트 1-2단계 관급자재(순환골재)
송도국제도시 워터프런트 1-2단계 건설공사 관급자재(혼합골재 75mm) 구매,송도 워터프런트 1-2단계 관급자재(혼합골재)
송도국제도시 워터프런트 1-2단계 건설공사-사석 외 2종,송도 워터프런트 1-2단계 사석 외 2종
"송도국제도시 워터프런트 지장물(가로등, 공원등) 이설공사",송도 워터프런트 지장물(가로등) 이설공사
송도하수처리장 2단계 기전설비 증설사업 기계공사-분리막미세스크린,송도하수처리장 2단계 증설 분리막미세스크린
송도하수처리장 2단계 기전설비 증설사업 기계공사-수문밸브,송도하수처리장 2단계 증설 수문밸브
송도하수처리장 2단계 기전설비 증설사업 기계공사-수중펌프,송도하수처리장 2단계 증설 수중펌프
송도하수처리장 2단계 기전설비 증설사업 기계공사-스크루컨베이어,송도하수처리장 2단계 증설 스크루컨베이어
송도하수처리장 2단계 기전설비 증설사업 기계공사-슬러지펌프,송도하수처리장 2단계 증설 슬러지펌프
송도하수처리장 2단계 기전설비 증설사업 기계공사-에어컨베이어,송도하수처리장 2단계 증설 에어컨베이어
송도하수처리장 2단계 기전설비 증설사업 기계공사-오수처리용산기장치,송도하수처리장 2단계 오수처리용산기장치
송도하수처리장 2단계 기전설비 증설사업 기계공사-전동식와이어로프호이스트,송도하수처리장 2단계 전동식호이스트
송도하수처리장 2단계 기전설비 증설사업 기계공사-편흡입벌류트펌프,송도하수처리장 2단계 편흡입벌류트펌프
송도하수처리장 2단계 기전설비 증설사업 기계공사-평면스크린,송도하수처리장 2단계 증설 평면스크린
송도하수처리장 2단계 기전설비 증설사업 기계공사-호기조 산기장치,송도하수처리장 2단계 호기조 산기장치
송도하수처리장 2단계 기전설비 증설사업 전기공사 책임감리 용역,송도하수처리장 2단계 전기공사 책임감리
송도하수처리장 2단계 기전설비 증설사업 전기공사(열질량식유량계),송도하수처리장 2단계 열질량식유량계
송도하수처리장2단계 기전설비 증설사업 전기공사-프로세스제어설비,송도하수처리장 2단계 프로세스제어설비
송라면 대전1리 취약지역 생활여건 개조사업 건설폐기물 처리 및 운반 용역,송라면 대전1리 생활여건 개조 폐기물처리
"송악 동화1리 마을만들기사업 기반확충공사(건축, 기계) 소액수의 견적제출 공고",송악 동화1리 마을만들기 기반확충(건축·기계)
송악 동화1리 마을만들기사업 기반확충공사(전기) 소액수의 견적제출 공고,송악 동화1리 마을만들기 기반확충(전기)
수도권 예보정확도 향상을 위한 국제공동 집중관측자료 활용기술개발(IV)(예보/수도권),수도권 예보정확도 향상 집중관측기술개발
수도권 지역 대기 중 2차 생성 유무기 질소함유 오염물질 집중 관측(III),수도권 2차생성 질소함유 오염물질 관측
수도권지역 이차유기탄소(SOC) 기여도 평가 및 주요 생성 요인 분석(I),수도권 이차유기탄소 기여도 평가·분석
수문조사시설 정비사업 실시설계용역 소액수의 견적제출 공고,수문조사시설 정비 실시설계
수산공익직불제 관리시스템 운영 및 유지관리(2026~2027),수산공익직불제 관리시스템 운영·유지관리
수산과학조사선 탐구17호 기관부품(워터제트 및 주기관 16종),탐구17호 기관부품(워터제트 등 16종)
수산물 함유 요오드(I) 섭취와 배출 및 건강관련성 연구,수산물 요오드 섭취·배출·건강관련성 연구
수산부산물 유래 고균 미생물 활용 카로티노이드 소재 생산,수산부산물 고균 활용 카로티노이드 생산
수산분야 재해대응 제도정비 및 체계적 운영방안 마련을 위한 기획 연구,수산분야 재해대응 제도정비 기획연구
수산생물 검방역 관리 기술개발 연구용 시약 및 소모품 구매(120품목),수산생물 검방역 연구용 시약·소모품(120품목)
수산생물 검방역 관리 기술개발 연구용 시약 및 소모품 구매(39품목),수산생물 검방역 연구용 시약·소모품(39품목)
수산생물 병원체 분자생물학 분석장비 구입(유전자검출기 외 1종),수산생물 병원체 분석장비(유전자검출기 등)
"수산생물전염병(SVC, VHS) Viability qPCR 현장 적용 연구",수산생물전염병 Viability qPCR 현장적용 연구
수산용의약품 및 국가출하승인 백신 검정용 시약 및 소모품 구매(76품목),수산용의약품 백신 검정용 시약(76품목)
수산용의약품 잔류분석 및 백신검정 개선 연구용 시약 및 소모품 구매(125품목),수산용의약품 잔류분석 연구용 시약(125품목)
수산용의약품 잔류분석 및 백신검정 개선 연구용 시약 및 소모품 구매(73품목),수산용의약품 잔류분석 연구용 시약(73품목)
수생태팀 시험분석용 시약 및 소모품(필터 등 42종) 구매(입찰),수생태팀 시험분석용 시약·소모품(42종)
수수 품종 맞춤형 한국형 고량주 공정 확립 및 시제품 개발용역,수수 한국형 고량주 공정확립·시제품 개발
수수 품종 맞춤형 한국형 고량주 공정확립 및 시제품 개발 검증 용역 ,수수 고량주 공정확립·시제품 개발 검증
수요자 요구 분석을 통한 정부책임형 유보통합 추진 방안 연구,정부책임형 유보통합 추진방안 연구
수요자 참여 식량작물 특성화 시범사업 가공장비 구입 공고(민간입찰대행),식량작물 특성화 가공장비 구입
수요자 참여 식량작물 특성화 시범사업 농기계 구입 공고(민간입찰대행),식량작물 특성화 농기계 구입
수용자 내의류 원단 염색가공 용역 소액수의 견적제출 안내(원주교도소),수용자 내의류 원단 염색가공(원주교도소)
"수용자 자비부담 안경(렌즈, 안경테) 구매 소액수의 견적제출 공고",수용자 자비부담 안경 구매
"수용자 자비부담 안경(렌즈,안경테) 구매 소액수의 견적제출 안내공고",수용자 자비부담 안경 구매
"수원구치소 급식용 식품(공산품,  냉동, 양곡) 구매 2단계 경쟁 입찰",수원구치소 급식 식품(공산품·냉동·양곡)
"수원구치소 급식용 식품(공산품, 냉장) 구매 2단계 경쟁 입찰 ",수원구치소 급식 식품(공산품·냉장)
수원구치소 수용자 자비부담 안경류 구매 소액수의 견적제출,수원구치소 수용자 자비부담 안경류 구매
수원국토 시설안전관리과 소관 재해예방 기술지도용역(건설분야),수원국토 재해예방 기술지도(건설분야)
수원국토 시설안전관리과 소관 재해예방 기술지도용역(전기·통신·소방),수원국토 재해예방 기술지도(전기·통신·소방)
수원지방검찰청 안산지청 전기자동차 충전시설 설치 및 운영사업자 선정(무상),안산지청 전기차 충전시설 설치·운영자 선정
수원출입국·외국인청 평택출장소 청사 신축 건설사업관리용역,평택출장소 청사 신축 건설사업관리
수원출입국·외국인청 평택출장소 청사 신축 관급자재(고강도콘크리트말뚝),평택출장소 청사 신축 고강도콘크리트말뚝
수원출입국·외국인청 평택출장소 청사 신축공사 건설폐기물처리용역,평택출장소 청사 신축 건설폐기물처리
수원출입국외국인청 평택출장소 청사 신축공사 관급자재(고강도콘크리트말뚝),평택출장소 청사 신축 고강도콘크리트말뚝
수의견적 제출안내 공고[과수 무병묘 조성시설 신축공사(민간입찰대행)],과수 무병묘 조성시설 신축
수의견적 제출안내 공고[문경사과연구소 운영 장비 구입(굴착기)],문경사과연구소 운영장비(굴착기) 구입
"수의견적제출 안내공고[서천읍 화성2리, 문산면 금복2리 마을만들기사업 기본·시행계획수립 및 실시설계용역]",서천읍 화성2리 등 마을만들기 계획·설계
"수의견적제출안내 공고(독도수산연구센터 삼중자망을 이용한 울릉도, 독도 어획시험 조사  선박용선)",독도수산 울릉도·독도 어획시험 선박용선
수의계약 견적제출 안내공고(가족형 단기 임대주택 조성공사(전기)),가족형 단기 임대주택 조성(전기)
수의계약 견적제출 안내공고(가족형 단기 임대주택 조성공사(통신)),가족형 단기 임대주택 조성(통신)
수의계약 견적제출 안내공고(과학영농 실증시범포 보수공사),과학영농 실증시범포 보수공사
수의계약 견적제출 안내공고(농업인 교육 복합시설 조성공사(건축)),농업인 교육 복합시설 조성(건축)
수의계약 견적제출 안내공고(임대사업용 농업기계(결속기) 구입),임대사업용 농업기계(결속기) 구입
수의계약 안내 공고[2025년 개 사육농장 석면해체공사],개 사육농장 석면해체공사
"수의계약 안내공고[농기계 임대사업소 본소 세척장 설치 공사(건축, 설비)]",농기계임대 본소 세척장 설치(건축·설비)
수의계약 안내공고[농기계 임대사업소 서부분소 도로포장 공사],농기계임대 서부분소 도로포장공사
"수의계약 안내공고[농기계 임대사업소 서부분소 세척장 설치 공사(건축, 설비)]",농기계임대 서부분소 세척장 설치(건축·설비)
수의계약 안내공고[농기계 임대사업소 서부분소 세척장 설치 공사(전기)],농기계임대 서부분소 세척장 설치(전기)
수의시담 - 영양염 결핍에 따른 김 황백화 발생기작 구명(Ⅱ),영양염 결핍 김 황백화 발생기작 구명(Ⅱ)
수의시담 공고(2025년 국가정책정보협의회 공동전시 대행 용역사업),국가정책정보협의회 공동전시 대행
수의시담 공고(2025년 국립세종도서관 국외정책동향 번역구축사업),국립세종도서관 국외정책동향 번역구축
수의시담(국립제주호국원 가스열펌프(GHP) 저감장치 구매 설치),국립제주호국원 GHP 저감장치 구매·설치
수입 복족류 유사명칭 적절성 검증을 통한 과학적 명칭 부여 확립연구,수입 복족류 과학적 명칭 부여 확립연구
수중레저 안전관리 강화를 위한 수중레저법 전부개정 등 법령체계 개선 연구용역,수중레저법 전부개정 법령체계 개선 연구
수중레저 안전관리 강화를 위한 수중레저법 전부개정 등 법령체계 개선 용역,수중레저법 전부개정 법령체계 개선
"수질, 먹는물, 폐기물 분야 숙련도 시험 표준시료 제조(2025)",수질·먹는물·폐기물 숙련도 표준시료 제조
수질검사실험 정보관리 포탈시스템 유지관리(2025-2027),수질검사실험 정보관리 포탈 유지관리
수질오염 우심지역 내 항생제 내성 모니터링 및 관리방안 연구(II),수질오염 우심지역 항생제 내성 모니터링(II)
수처리제(부식억제제·기타제제) 실태조사 및 관리개선 연구,수처리제 실태조사·관리개선 연구
순직소방공무원 추모 문화조성을 위한 소방청 로비 환경개선(수의시담),소방청 로비 환경개선
순창 쌍치 쌍계-금성 등 2개소 국가지원지방도 시설개량공사 교통안전진단용역,순창 국가지원지방도 개량 교통안전진단
순창 인계-쌍치(2공구) 도로시설개량공사 가연성폐기물 위탁처리용역,순창 인계-쌍치 가연성폐기물 위탁처리
순창 인계-쌍치(2공구) 도로시설개량공사 불연성폐기물 위탁처리용역,순창 인계-쌍치 불연성폐기물 위탁처리
순천 벌교-주암(3-1공구)도로확장공사 전기공사 재해예방 기술지도용역,순천 벌교-주암 전기공사 재해예방 기술지도
순천경찰서 송광파출소 신축공사 재해예방기술지도용역(건축),송광파출소 신축 재해예방기술지도(건축)
순천경찰서어린이집 2025학년도 식자재 납품업체 선정 입찰공고,순천경찰서어린이집 식자재 납품업체 선정
"순천교도소 급식용 식품(공산 및 가공품 213종)2단계 경쟁(규격,가격) 입찰",순천교도소 급식 식품(공산·가공품 213종)
순천교도소 생활계폐기물 위탁처리용역 소액수의 견적제출 공고,순천교도소 생활계폐기물 위탁처리
순천교도소 수용자 자비구매물품(안경 등) 구매 소액수의 견적제출 공고,순천교도소 수용자 자비구매물품(안경 등)
"순천교도소 축산물 2단계 경쟁(규격,가격 동시) 입찰 공고",순천교도소 축산물 구매
순천국토 관내 교량 및 터널 시설물 보수공사 실시설계용역,순천국토 교량·터널 보수공사 실시설계
순천국토 관내 도로안전 및 도로유지보수 정비공사 실시설계용역,순천국토 도로안전·유지보수 정비 실시설계
순천국토 관내 도로안전 및 환경개선 도로안전시설물 정비공사,순천국토 도로안전시설물 정비공사
순천국토 관내 도로안전 및 환경개선 정비공사 실시설계용역,순천국토 도로안전·환경개선 정비 실시설계
"순천국토 도로안전 및 환경개선(교량, 터널) 실시설계용역",순천국토 도로안전·환경개선(교량·터널)
쉼표와 따옴표: 다섯 개의 대화》 교육 공간 및 장애인의 날 문화행사 운영 용역,교육공간·장애인의 날 문화행사 운영
스리랑카 해양수산 데이터센터 및 전자도서관 정보시스템 구축(2~3차년도),스리랑카 해양수산 데이터센터 구축(2~3차)
스마트 계측관리시스템 설치 소하천 대상 현장계측 실험 및 정략적  분석,소하천 현장계측 실험 및 정량적 분석
스마트 노사누리 구축 3차 사업 휴대용 LTE 사업자 선정,스마트 노사누리 3차 휴대용 LTE 사업자 선정
스마트 농업기계 실습장 조성 실험실용배기기(용접부스) 구입,스마트 농업기계 실습장 용접부스 구입
스마트 농업기계 실습장 조성 실험실용배기기(용접부스) 구입 ,스마트 농업기계 실습장 용접부스 구입
스마트 지반정보 관리체계 수립 및 항만 지반조사 관리 방안 마련 연구용역,스마트 지반정보·항만 지반조사 관리 연구
스마트곤충사육시설 관급자재(큰누에자동화시스템제작설치) 구입,스마트곤충사육 큰누에자동화시스템 구입
스마트양식 수처리시스템 운용 및 성능예측 소프트웨어 개발 (II),스마트양식 수처리 성능예측 SW 개발(II)
스마트팜 고도화 및 빅데이터 구축 시범사업 입찰대행(고OO),스마트팜 고도화·빅데이터 구축 입찰대행
스마트팜 고도화 및 빅데이터 구축 시범사업 입찰대행(권OO),스마트팜 고도화·빅데이터 구축 입찰대행
스마트팜 고도화 및 빅데이터 구축 시범사업 입찰대행(어OO),스마트팜 고도화·빅데이터 구축 입찰대행
스마트팜 친환경체험교육장 내부 벽면 도장 및 바닥 보수 공사,스마트팜 체험교육장 도장·바닥 보수
스마트팜 친환경체험교육장 새싹인삼 수경재배시스템 양액자동순환제어기 수리,스마트팜 새싹인삼 양액순환제어기 수리
스키드스티어로더 1대 구매 소액수의 견적 제출 안내 공고,스키드스티어로더 1대 구매
"스토킹 전자장치 부착제도 관련 경찰,법무부 시스템 연계 ISP 사업",스토킹 전자장치 경찰·법무부 연계 ISP
스톡홀름협약 대응 잠재적 후보물질의 환경 중 거동 특성 연구(II),스톡홀름협약 후보물질 환경 거동 연구(II)
"습지보호지역(신안 장도, 순천 동천하구) 보전계획 수립 연구용역",습지보호지역(신안 장도 등) 보전계획 수립
승강기 안전문화 정착 및 승강기산업 기술인력 역량강화 방안 연구 용역,승강기 안전문화·기술인력 역량강화 연구
시구아테라 등 아열대성 유독 미세조류 분포 및 발생특징 연구,시구아테라 등 아열대성 유독조류 연구
시군구 인구 시뮬레이션을 통한 권역별 거점지역 분석 및 추계 연구용역,시군구 인구 시뮬레이션 거점지역 분석
시대 변화에 따른 여성농업인의 역할과 가치 정립 방안 연구,여성농업인 역할·가치 정립 방안 연구
시목야영장 공원시설 전면개선사업 운영 물품(야외 테이블) 구매,시목야영장 공원시설 개선 야외 테이블 구매
시민자연학습장 산책로 개선(노후 침목계단 교체) 등 공사,시민자연학습장 산책로 개선 등 공사
시설 거주 아동의 정신건강 향상을 위한 체계적 평가와 개입프로그램 개발,시설 거주 아동 정신건강 개입프로그램 개발
"시설고추 생육 향상 농자재 구입(완효성 비료 20kg 1,712포)",시설고추 생육 향상 완효성 비료 구입
시설공사 수의견적 제출 안내공고(거창읍 교촌지구 마을반들기 자율개발사업(건축기계토목),거창읍 교촌지구 마을만들기 자율개발(건축 등)
시설공사 전자입찰 공고(긴급)[백령면 농기계임대사업소 유지보수 및 교육장 설치],백령면 농기계임대 유지보수·교육장 설치
시약 및 실험기자재 구매 입찰 (2025년 4월2기) 공고[제2025-164호],시약·실험기자재 구매(2025년 4월2기)
시약 및 초자류 등(Outlet filter complete 등 14품목) 입찰 구매,시약·초자류(Outlet filter 등 14품목)
시약 및 초자류 등(Sucrose 등 30품목) 입찰 구매,시약·초자류(Sucrose 등 30품목)
시약 및 초자류 등(토양용액체취센서 등 15품목) 입찰 구매,시약·초자류(토양용액체취센서 등 15품목)
시약 및 초자류(Snap cap Macro tube) 등 73품목 구매(긴급),시약·초자류(Snap cap 등 73품목)
시약·초자류(Attune shutdown solution 등 23품목) 구매 입찰,시약·초자류(Attune 용액 등 23품목)
시약·초자류(Collagenase Type II 등 80품목) 구매 입찰 ,시약·초자류(Collagenase 등 80품목)
시약·초자류(Potato Dextrose Agar(PDA) 배지 등 44품목) 입찰 구매,시약·초자류(PDA배지 등 44품목)
시약·초자류(distilled water 등 67품목) 구매 입찰,시약·초자류(distilled water 등 67품목)
시약·초자류(dpph assay kit 등 56품목) 구매 입찰,시약·초자류(dpph kit 등 56품목)
시약·초자류(proteasome 억제제 등 69품목) 구매 입찰,시약·초자류(proteasome억제제 등 69품목)
"시약병 5,000㎖ Duran Bottle외 99건 구매",시약병 Duran Bottle 외 99건 구매
시약초자류 (Ammonium acetate 등 62품목) 구매 입찰,시약초자류(Ammonium acetate 등 62품목)
"시약초자류 (mini cooler 등 63품목, 118호) 입찰 구매",시약초자류(mini cooler 등 63품목)
시약초자류 Ethyl heptanoate 등 33품목 구매 입찰,시약초자류(Ethyl heptanoate 등 33품목)
시약초자류 구매계약(매개체분석과 16-4-00002외 1건) 소액수의 견적공고 ,시약초자류 구매(매개체분석과 외 1건)
시약초자류 구매계약(매개체분석과 16-4-00009) 소액수의 견적공고 ,시약초자류 구매(매개체분석과 16-4-00009)
시약초자류 등(Combustion tube 등 15품목) 입찰 구매,시약초자류(Combustion tube 등 15품목)
시약초자류 등(PRE FILTER 등 17품목) 입찰 구매,시약초자류(PRE FILTER 등 17품목)
시약초자류 등(Petri Dish 등 30품목) 입찰 구매,시약초자류(Petri Dish 등 30품목)
시약초자류 등(Reservoirs 등 30품목) 입찰구매,시약초자류(Reservoirs 등 30품목)
시약초자류 입찰구매(Sodium chloride 등 61종),시약초자류(Sodium chloride 등 61종)
시약초자류(0.5ml 피펫 등 64품목)(25-74호)(긴급),시약초자류(0.5ml 피펫 등 64품목)
시약초자류(6-BAP 등 64품목) 입찰 구매(123호),시약초자류(6-BAP 등 64품목)
시약초자류(Ammonium acetate 등 92품목) 구매 입찰,시약초자류(Ammonium acetate 등 92품목)
시약초자류(Finnpipette 등 55품목) 구매 입찰,시약초자류(Finnpipette 등 55품목)
시약초자류(Laboratory bottle 등 75품목) 입찰 구매,시약초자류(Lab bottle 등 75품목)
시약초자류(Post combustion tube 등 30품목) 입찰 구매,시약초자류(Post combustion 등 30품목)
시약초자류(RNeasy Plus Mini kit 등 86품목) 구매 입찰,시약초자류(RNeasy kit 등 86품목)
시약초자류(methyl 등 23품목) 입찰 구매(128호),시약초자류(methyl 등 23품목)
시약초자류(protein gel 등 33품목) 입챁 구매(2025-113호),시약초자류(protein gel 등 33품목)
시약초자류(버퍼 등 62품목) 전자 입찰 구매(145호),시약초자류(버퍼 등 62품목)
시약초자류(아세토니트릴 등 49품목)(2025-134호) 전자 입찰,시약초자류(아세토니트릴 등 49품목)
시약초자류(트라이하이드레이트 등 67품목) 입찰 구매(139호),시약초자류(트라이하이드레이트 등 67품목)
시험소모품 1차 구매(working Brush 등 142종),시험소모품 1차(working Brush 등 142종)
시험소모품 3차 구매(Clear VOA Vial 등 121종)(긴급),시험소모품 3차(VOA Vial 등 121종)
시험연구사업 - 시약초자류(삼각플라스크 등 31품목) 입찰 구매,시험연구 시약초자류(삼각플라스크 등 31품목)
시험연구소 공용차량 장기임차 카탈로그 계약 공고(자동차렌트서비스),시험연구소 공용차량 장기임차
시험연구용 시약·초자류(Calcium Hydroxide 등 66품목) 구매,시험연구용 시약초자류(66품목)
시험연구용 시약·초자류(Research® plus 등 57품목) 구매,시험연구용 시약초자류(57품목)
시험연구용(현장조사 등) 업무차량 임차(전기차) 제안 재요청,시험연구용 업무차량 임차(전기차) 재요청
시험연구용-시약초자류(RNA키트 등 38품목) 입찰 구매(109호),시험연구용 시약초자류(RNA키트 등 38품목)
시흥화학재난합동방재센터 청사 방수공사 사전작업 철거 용역,시흥화학재난방재센터 방수 철거
식량작물 정밀농업 확대 스마트 장비구축 사업 농업기계 구입,식량작물 정밀농업 스마트장비 농업기계 구입
식물검역장비(해충분류동정 전자동 이미징시스템) 1SET 구매 중앙조달(식물검역검사),식물검역장비(해충분류 이미징시스템) 구매
식의약 인재양성교육 플랫폼 유지·보수 및 기능 고도화 방안,식의약 인재양성교육 플랫폼 유지·고도화
식의약 인재양성교육 플랫폼의 효율적 운영관리 방안 및 교육콘텐츠 마련,식의약 인재양성교육 플랫폼 운영·콘텐츠
식이섭취와 건강과의 상관성 분석 설계 및 식이-보건의료 연계DB 검증(24191영양안067),식이섭취-건강 상관성 분석 및 연계DB 검증
식품 중 동위원소비율 분석법 적용성 검토(25191선위안002),식품 중 동위원소비율 분석법 적용성 검토
식품·축산물 안전관리인증기준적용업소에 관한 업무 등의 위·수탁,식품·축산물 HACCP 업무 위·수탁
식품의약품안전처 연구개발과제 평가위원 후보단 정보 현행화,식약처 연구개발과제 평가위원 후보단 현행화
식품의약품안전평가원 시약 및 실험기자재 구매 (2025년 6월 2기) 입찰 공고[제2025-207호],식약평가원 시약·실험기자재(2025년 6월2기)
"식품의약품안전평가원 시약 및 실험기자재 구매 소액수의계약 견적제출 공고(4월, 제주 납품)[제2025-126호]","식약평가원 시약·실험기자재(4월,제주 납품)"
식품의약품안전평가원 시약 및 실험기자재 구매 소액수의계약 견적제출 공고[제2025-12호],식약평가원 시약·실험기자재(제2025-12호)
식품의약품안전평가원 시약 및 실험기자재 구매 입찰 2025년 8월 1기 [제2025-262호],식약평가원 시약·실험기자재(2025년 8월1기)
식품의약품안전평가원 시약 및 실험기자재 구매 입찰(2025년 1월 3기)[제2025-53호],식약평가원 시약·실험기자재(2025년 1월3기)
식품의약품안전평가원 시약 및 실험기자재 구매 입찰(2025년 2월1)[제2025-60호],식약평가원 시약·실험기자재(2025년 2월1)
식품의약품안전평가원 시약 및 실험기자재 구매 입찰(2025년 3월1기) 공고[제2025-103호],식약평가원 시약·실험기자재(2025년 3월1기)
식품의약품안전평가원 시약 및 실험기자재 구매 입찰(2025년 4월1기) 공고[제2025-142호],식약평가원 시약·실험기자재(2025년 4월1기)
식품의약품안전평가원 시약 및 실험기자재 구매 입찰(2025년 5월 1기) 공고[제2025-181호],식약평가원 시약·실험기자재(2025년 5월1기)
식품의약품안전평가원 시약 및 실험기자재 구매 입찰(2025년 7월 1기) 공고[제2025-228호],식약평가원 시약·실험기자재(2025년 7월1기)
식품의약품안전평가원 시약 및 실험기자재 구매 입찰(2025년 7월2기) 공고[제2025-245호],식약평가원 시약·실험기자재(2025년 7월2기)
식품의약품안전평가원 시약 및 실험기자재 구매 입찰_2025년 8월2기[제2025-272호],식약평가원 시약·실험기자재(2025년 8월2기)
식품의약품안전평가원 시약 및 실험기자재 구매 입찰_2025년 9월 2기,식약평가원 시약·실험기자재(2025년 9월2기)
식품의약품안전평가원 시약 및 실험기자재 구매(2025년 3월 2기) 입찰 공고 [제2025-125호],식약평가원 시약·실험기자재(2025년 3월2기)
식품의약품안전평가원 시약 및 실험기자재 구매입찰 2025년 9월1기 [제2025-275호],식약평가원 시약·실험기자재(2025년 9월1기)
식품의약품안전평가원 시약 및 실험기자재 구매입찰(제주생약자원관리센터) 변경 공고 [제2025-269호],식약평가원 시약·실험기자재(제주생약센터)
식품의약품안전평가원 시약 및 실험기자재 입찰 공고(2025년 1월 1기)[제2025-4호],식약평가원 시약·실험기자재(2025년 1월1기)
식품의약품안전평가원 시약 및 실험기자재 입찰(2025년 1월2기)[제2025-29호],식약평가원 시약·실험기자재(2025년 1월2기)
식품의약품안전평가원 시약 및 실험기자재 입찰(2025년 2월2기) 입찰공고[제2025-78호] ,식약평가원 시약·실험기자재(2025년 2월2기)
식품의약품안전평가원 시약 및 실험기자재 입찰(2025년 5월 2기) 공고[제2025-193호],식약평가원 시약·실험기자재(2025년 5월2기)
식품의약품안전평가원 시약 및 실험기자재 입찰(2025년 6월1기)[제2025-202호],식약평가원 시약·실험기자재(2025년 6월1기)
식품의약품안전평가원 잔류농약표준품 등 구매 입찰[(2025년 2월 2차) 제2025-54호],식약평가원 잔류농약표준품 등 구매
식품의약품안전평가원 표준품(시약) 등 구매입찰(2025년 7월) [제2025-229호],식약평가원 표준품(시약) 등 구매(2025년 7월)
식품자원개발부 시약초자류( n-Hexane 등 65품목) 구매 입찰,식품자원개발부 시약초자류(n-Hexane 등 65품목)
식품자원개발부 시약초자류(Dexamethasone 등 63품목) 입찰,식품자원개발부 시약초자류 입찰
식품자원개발부 시약초자류(Ethyl alcohol 등 29종) 구매 입찰,식품자원개발부 시약초자류 구매
신간회 활동 참여자의 참여 전·후 독립운동 활동에 대한 조사 연구,신간회 참여자 독립운동 활동 조사연구
신고기관 방사선안전관리자 정기교육 전 신고내용 인지기능 개발,방사선안전관리자 신고내용 인지기능 개발
신고된 신규화학물질의 스크리닝 평가 방안 마련(I) - AI 기반 유전독성 예측,신규화학물질 AI 유전독성 예측 평가
신규프로젝트 탐색연구(R&D) 연구용역 계약 요청 (과제명: KASA RND 성과관리 및 성과지표 개발),KASA RND 성과관리·지표 개발 탐색연구
신규프로젝트 탐색연구(R&D) 연구용역 계약 요청 (과제명: 다층궤도 군집 위성항법 개발사업의 기획연구),다층궤도 군집 위성항법 개발 기획연구
신규프로젝트 탐색연구(R&D) 연구용역 계약 요청 (과제명: 미래 우주항공기술 선행개발 사업 기획 연구),미래 우주항공기술 선행개발 기획연구
신규프로젝트 탐색연구(R&D) 연구용역 계약 요청 (과제명: 우주항공 기술경쟁력 진단모델 개발(1단계)),우주항공 기술경쟁력 진단모델 개발
신규프로젝트 탐색연구(R&D) 연구용역 계약 요청(과제명: 다층궤도 공공통신망 구축기획 및 소요기술 탐색연구),다층궤도 공공통신망 구축기획 탐색연구
신규프로젝트 탐색연구(위성영상 초고해상도 시·공간 특성 파악 및 시험 용역) ,위성영상 초고해상도 시공간 특성 분석
신규프로젝트 탐색연구(차세대 유·무인기용 항공엔진 소재·부품 핵심기술 개발) 연구용역 계약 건,유무인기용 항공엔진 소재부품 기술개발
신규프로젝트(다분야 융합 임무를 고려한 우주구조물 요구사항 개념설계 용역),우주구조물 요구사항 개념설계
"신기술, 신제품 인증기업 투자유치, 기업발굴, 해외진출 지원",신기술 인증기업 투자유치·해외진출 지원
신라 폐(석)탑 복원을 위한 기초현황조사 및 과학 분석 연구(2차) 용역,신라 폐석탑 복원 기초현황조사 분석연구
신라문화권 유적 출토 말 관련 성과 공개회 전시 연출 및 보조물 제작 설치,신라 출토 말 성과 공개회 전시 연출
신라왕경 핵심유적 복원·정비 종합계획 수립 연구(2026~2030),신라왕경 핵심유적 복원정비 계획 연구
"신설 2개 재외공관(슬로베니아, 시에라리온)용 비상위성통신 장비 구매",재외공관 비상위성통신 장비 구매
신설 공관(시에라리온) 외교정보전용망 구축 및 운영 사업(2026-2027년),시에라리온 공관 외교정보전용망 구축
